Bakery[Date],Bakery[Time],Bakery[day of week],Bakery[total],Bakery[Name],Bakery[Quantity],Bakery[Bakery price.price],Bakery[NewTime]
"20/02/2020 00:00:00","30/12/1899 11:01:00","Thursday","14800","angbutter","1","4800","11:30:00 AM"
"05/03/2020 00:00:00","30/12/1899 11:03:00","Thursday","14800","angbutter","1","4800","11:30:00 AM"
"26/10/2019 00:00:00","30/12/1899 11:03:00","Saturday","14800","angbutter","1","4800","11:30:00 AM"
"25/09/2019 00:00:00","30/12/1899 11:05:00","Wednesday","14800","angbutter","1","4800","11:30:00 AM"
"22/12/2019 00:00:00","30/12/1899 11:05:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"20/10/2019 00:00:00","30/12/1899 11:05:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"16/08/2019 00:00:00","30/12/1899 11:05:00","Friday","14800","angbutter","1","4800","11:30:00 AM"
"10/11/2019 00:00:00","30/12/1899 11:06:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"26/01/2020 00:00:00","30/12/1899 11:07:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"17/11/2019 00:00:00","30/12/1899 11:07:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"08/03/2020 00:00:00","30/12/1899 11:09:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"19/01/2020 00:00:00","30/12/1899 11:09:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"04/01/2020 00:00:00","30/12/1899 11:10:00","Saturday","14800","angbutter","1","4800","11:30:00 AM"
"07/03/2020 00:00:00","30/12/1899 11:16:00","Saturday","14800","angbutter","1","4800","11:30:00 AM"
"30/08/2019 00:00:00","30/12/1899 11:16:00","Friday","14800","angbutter","1","4800","11:30:00 AM"
"29/09/2019 00:00:00","30/12/1899 11:17:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"28/10/2019 00:00:00","30/12/1899 11:17:00","Monday","14800","angbutter","1","4800","11:30:00 AM"
"27/10/2019 00:00:00","30/12/1899 11:18:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"11/10/2019 00:00:00","30/12/1899 11:18:00","Friday","14800","angbutter","1","4800","11:30:00 AM"
"09/10/2019 00:00:00","30/12/1899 11:21:00","Wednesday","14800","angbutter","1","4800","11:30:00 AM"
"01/09/2019 00:00:00","30/12/1899 11:22:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"22/03/2020 00:00:00","30/12/1899 11:22:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"06/12/2019 00:00:00","30/12/1899 11:23:00","Friday","14800","angbutter","1","4800","11:30:00 AM"
"07/11/2019 00:00:00","30/12/1899 11:26:00","Thursday","14800","angbutter","1","4800","11:30:00 AM"
"12/12/2019 00:00:00","30/12/1899 11:27:00","Thursday","14800","angbutter","1","4800","11:30:00 AM"
"08/09/2019 00:00:00","30/12/1899 11:27:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"01/12/2019 00:00:00","30/12/1899 11:29:00","Sunday","14800","angbutter","1","4800","11:30:00 AM"
"06/09/2019 00:00:00","30/12/1899 11:30:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"09/12/2019 00:00:00","30/12/1899 11:31:00","Monday","14800","angbutter","1","4800","12:00:00 PM"
"11/10/2019 00:00:00","30/12/1899 11:34:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"09/11/2019 00:00:00","30/12/1899 11:36:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"31/08/2019 00:00:00","30/12/1899 11:37:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"28/03/2020 00:00:00","30/12/1899 11:38:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"29/07/2019 00:00:00","30/12/1899 11:39:00","Monday","14800","angbutter","1","4800","12:00:00 PM"
"07/09/2019 00:00:00","30/12/1899 11:40:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"24/01/2020 00:00:00","30/12/1899 11:40:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"14/10/2019 00:00:00","30/12/1899 11:40:00","Monday","14800","angbutter","1","4800","12:00:00 PM"
"09/03/2020 00:00:00","30/12/1899 11:42:00","Monday","14800","angbutter","1","4800","12:00:00 PM"
"19/07/2019 00:00:00","30/12/1899 11:43:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"17/01/2020 00:00:00","30/12/1899 11:46:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"17/10/2019 00:00:00","30/12/1899 11:47:00","Thursday","14800","angbutter","1","4800","12:00:00 PM"
"28/12/2019 00:00:00","30/12/1899 11:48:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"22/08/2019 00:00:00","30/12/1899 11:48:00","Thursday","14800","angbutter","1","4800","12:00:00 PM"
"06/12/2019 00:00:00","30/12/1899 11:49:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"01/08/2019 00:00:00","30/12/1899 11:50:00","Thursday","14800","angbutter","1","4800","12:00:00 PM"
"27/03/2020 00:00:00","30/12/1899 11:51:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"25/04/2020 00:00:00","30/12/1899 11:52:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"21/12/2019 00:00:00","30/12/1899 11:52:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"28/02/2020 00:00:00","30/12/1899 11:54:00","Friday","14800","angbutter","1","4800","12:00:00 PM"
"08/02/2020 00:00:00","30/12/1899 11:57:00","Saturday","14800","angbutter","1","4800","12:00:00 PM"
"29/09/2019 00:00:00","30/12/1899 12:00:00","Sunday","14800","angbutter","1","4800","12:30:00 PM"
"29/07/2019 00:00:00","30/12/1899 12:02:00","Monday","14800","angbutter","1","4800","12:30:00 PM"
"07/12/2019 00:00:00","30/12/1899 12:02:00","Saturday","14800","angbutter","1","4800","12:30:00 PM"
"04/09/2019 00:00:00","30/12/1899 12:04:00","Wednesday","14800","angbutter","1","4800","12:30:00 PM"
"26/08/2019 00:00:00","30/12/1899 12:05:00","Monday","14800","angbutter","1","4800","12:30:00 PM"
"31/01/2020 00:00:00","30/12/1899 12:06:00","Friday","14800","angbutter","1","4800","12:30:00 PM"
"26/10/2019 00:00:00","30/12/1899 12:07:00","Saturday","14800","angbutter","1","4800","12:30:00 PM"
"27/04/2020 00:00:00","30/12/1899 12:08:00","Monday","14800","angbutter","1","4800","12:30:00 PM"
"14/10/2019 00:00:00","30/12/1899 12:09:00","Monday","14800","angbutter","1","4800","12:30:00 PM"
"28/07/2019 00:00:00","30/12/1899 12:10:00","Sunday","14800","angbutter","1","4800","12:30:00 PM"
"20/02/2020 00:00:00","30/12/1899 12:12:00","Thursday","14800","angbutter","1","4800","12:30:00 PM"
"01/03/2020 00:00:00","30/12/1899 12:13:00","Sunday","14800","angbutter","1","4800","12:30:00 PM"
"05/08/2019 00:00:00","30/12/1899 12:14:00","Monday","14800","angbutter","1","4800","12:30:00 PM"
"25/12/2019 00:00:00","30/12/1899 12:16:00","Wednesday","14800","angbutter","1","4800","12:30:00 PM"
"05/03/2020 00:00:00","30/12/1899 12:17:00","Thursday","14800","angbutter","1","4800","12:30:00 PM"
"31/10/2019 00:00:00","30/12/1899 12:18:00","Thursday","14800","angbutter","1","4800","12:30:00 PM"
"28/07/2019 00:00:00","30/12/1899 12:21:00","Sunday","14800","angbutter","1","4800","12:30:00 PM"
"06/03/2020 00:00:00","30/12/1899 12:22:00","Friday","14800","angbutter","1","4800","12:30:00 PM"
"13/02/2020 00:00:00","30/12/1899 12:23:00","Thursday","14800","angbutter","1","4800","12:30:00 PM"
"13/03/2020 00:00:00","30/12/1899 12:25:00","Friday","14800","angbutter","1","4800","12:30:00 PM"
"06/01/2020 00:00:00","30/12/1899 12:25:00","Monday","14800","angbutter","1","4800","12:30:00 PM"
"21/07/2019 00:00:00","30/12/1899 12:25:00","Sunday","14800","angbutter","1","4800","12:30:00 PM"
"04/08/2019 00:00:00","30/12/1899 12:27:00","Sunday","14800","angbutter","1","4800","12:30:00 PM"
"02/03/2020 00:00:00","30/12/1899 12:28:00","Monday","14800","angbutter","1","4800","12:30:00 PM"
"17/08/2019 00:00:00","30/12/1899 12:29:00","Saturday","14800","angbutter","1","4800","12:30:00 PM"
"13/03/2020 00:00:00","30/12/1899 12:30:00","Friday","14800","angbutter","1","4800","1:00:00 PM"
"26/01/2020 00:00:00","30/12/1899 12:30:00","Sunday","14800","angbutter","1","4800","1:00:00 PM"
"07/11/2019 00:00:00","30/12/1899 12:31:00","Thursday","14800","angbutter","1","4800","1:00:00 PM"
"20/07/2019 00:00:00","30/12/1899 12:31:00","Saturday","14800","angbutter","1","4800","1:00:00 PM"
"02/01/2020 00:00:00","30/12/1899 12:33:00","Thursday","14800","angbutter","1","4800","1:00:00 PM"
"31/08/2019 00:00:00","30/12/1899 12:34:00","Saturday","14800","angbutter","1","4800","1:00:00 PM"
"21/03/2020 00:00:00","30/12/1899 12:34:00","Saturday","14800","angbutter","1","4800","1:00:00 PM"
"17/10/2019 00:00:00","30/12/1899 12:35:00","Thursday","14800","angbutter","1","4800","1:00:00 PM"
"06/02/2020 00:00:00","30/12/1899 12:36:00","Thursday","14800","angbutter","1","4800","1:00:00 PM"
"04/04/2020 00:00:00","30/12/1899 12:36:00","Saturday","14800","angbutter","1","4800","1:00:00 PM"
"29/12/2019 00:00:00","30/12/1899 12:39:00","Sunday","14800","angbutter","1","4800","1:00:00 PM"
"16/02/2020 00:00:00","30/12/1899 12:41:00","Sunday","14800","angbutter","1","4800","1:00:00 PM"
"10/11/2019 00:00:00","30/12/1899 12:45:00","Sunday","14800","angbutter","1","4800","1:00:00 PM"
"20/01/2020 00:00:00","30/12/1899 12:46:00","Monday","14800","angbutter","1","4800","1:00:00 PM"
"12/08/2019 00:00:00","30/12/1899 12:48:00","Monday","14800","angbutter","1","4800","1:00:00 PM"
"28/07/2019 00:00:00","30/12/1899 12:48:00","Sunday","14800","angbutter","1","4800","1:00:00 PM"
"19/10/2019 00:00:00","30/12/1899 12:49:00","Saturday","14800","angbutter","1","4800","1:00:00 PM"
"22/09/2019 00:00:00","30/12/1899 12:51:00","Sunday","14800","angbutter","1","4800","1:00:00 PM"
"08/02/2020 00:00:00","30/12/1899 12:54:00","Saturday","14800","angbutter","1","4800","1:00:00 PM"
"28/10/2019 00:00:00","30/12/1899 12:55:00","Monday","14800","angbutter","1","4800","1:00:00 PM"
"01/11/2019 00:00:00","30/12/1899 12:56:00","Friday","14800","angbutter","1","4800","1:00:00 PM"
"16/12/2019 00:00:00","30/12/1899 12:58:00","Monday","14800","angbutter","1","4800","1:00:00 PM"
"07/03/2020 00:00:00","30/12/1899 12:59:00","Saturday","14800","angbutter","1","4800","1:00:00 PM"
"13/10/2019 00:00:00","30/12/1899 13:01:00","Sunday","14800","angbutter","1","4800","1:30:00 PM"
"09/09/2019 00:00:00","30/12/1899 13:01:00","Monday","14800","angbutter","1","4800","1:30:00 PM"
"27/10/2019 00:00:00","30/12/1899 13:01:00","Sunday","14800","angbutter","1","4800","1:30:00 PM"
"26/04/2020 00:00:00","30/12/1899 13:01:00","Sunday","14800","angbutter","1","4800","1:30:00 PM"
"15/11/2019 00:00:00","30/12/1899 13:06:00","Friday","14800","angbutter","1","4800","1:30:00 PM"
"24/08/2019 00:00:00","30/12/1899 13:07:00","Saturday","14800","angbutter","1","4800","1:30:00 PM"
"30/04/2020 00:00:00","30/12/1899 13:10:00","Thursday","14800","angbutter","1","4800","1:30:00 PM"
"09/09/2019 00:00:00","30/12/1899 13:12:00","Monday","14800","angbutter","1","4800","1:30:00 PM"
"24/11/2019 00:00:00","30/12/1899 13:13:00","Sunday","14800","angbutter","1","4800","1:30:00 PM"
"29/04/2020 00:00:00","30/12/1899 13:15:00","Wednesday","14800","angbutter","1","4800","1:30:00 PM"
"13/07/2019 00:00:00","30/12/1899 13:19:00","Saturday","14800","angbutter","1","4800","1:30:00 PM"
"06/11/2019 00:00:00","30/12/1899 13:23:00","Wednesday","14800","angbutter","1","4800","1:30:00 PM"
"19/08/2019 00:00:00","30/12/1899 13:24:00","Monday","14800","angbutter","1","4800","1:30:00 PM"
"04/12/2019 00:00:00","30/12/1899 13:26:00","Wednesday","14800","angbutter","1","4800","1:30:00 PM"
"20/09/2019 00:00:00","30/12/1899 13:28:00","Friday","14800","angbutter","1","4800","1:30:00 PM"
"21/02/2020 00:00:00","30/12/1899 13:28:00","Friday","14800","angbutter","1","4800","1:30:00 PM"
"21/10/2019 00:00:00","30/12/1899 13:28:00","Monday","14800","angbutter","1","4800","1:30:00 PM"
"16/03/2020 00:00:00","30/12/1899 13:29:00","Monday","14800","angbutter","1","4800","1:30:00 PM"
"05/04/2020 00:00:00","30/12/1899 13:29:00","Sunday","14800","angbutter","1","4800","1:30:00 PM"
"18/08/2019 00:00:00","30/12/1899 13:29:00","Sunday","14800","angbutter","1","4800","1:30:00 PM"
"29/12/2019 00:00:00","30/12/1899 13:34:00","Sunday","14800","angbutter","1","4800","2:00:00 PM"
"19/07/2019 00:00:00","30/12/1899 13:35:00","Friday","14800","angbutter","1","4800","2:00:00 PM"
"28/09/2019 00:00:00","30/12/1899 13:36:00","Saturday","14800","angbutter","1","4800","2:00:00 PM"
"07/12/2019 00:00:00","30/12/1899 13:36:00","Saturday","14800","angbutter","1","4800","2:00:00 PM"
"02/12/2019 00:00:00","30/12/1899 13:38:00","Monday","14800","angbutter","1","4800","2:00:00 PM"
"28/08/2019 00:00:00","30/12/1899 13:42:00","Wednesday","14800","angbutter","1","4800","2:00:00 PM"
"15/03/2020 00:00:00","30/12/1899 13:44:00","Sunday","14800","angbutter","1","4800","2:00:00 PM"
"22/07/2019 00:00:00","30/12/1899 13:44:00","Monday","14800","angbutter","1","4800","2:00:00 PM"
"27/07/2019 00:00:00","30/12/1899 13:50:00","Saturday","14800","angbutter","1","4800","2:00:00 PM"
"05/12/2019 00:00:00","30/12/1899 13:56:00","Thursday","14800","angbutter","1","4800","2:00:00 PM"
"02/11/2019 00:00:00","30/12/1899 13:56:00","Saturday","14800","angbutter","1","4800","2:00:00 PM"
"07/08/2019 00:00:00","30/12/1899 13:59:00","Wednesday","14800","angbutter","1","4800","2:00:00 PM"
"25/11/2019 00:00:00","30/12/1899 14:00:00","Monday","14800","angbutter","1","4800","2:30:00 PM"
"16/01/2020 00:00:00","30/12/1899 14:09:00","Thursday","14800","angbutter","1","4800","2:30:00 PM"
"12/01/2020 00:00:00","30/12/1899 14:11:00","Sunday","14800","angbutter","1","4800","2:30:00 PM"
"01/08/2019 00:00:00","30/12/1899 14:17:00","Thursday","14800","angbutter","1","4800","2:30:00 PM"
"20/03/2020 00:00:00","30/12/1899 14:19:00","Friday","14800","angbutter","1","4800","2:30:00 PM"
"13/12/2019 00:00:00","30/12/1899 14:21:00","Friday","14800","angbutter","1","4800","2:30:00 PM"
"29/12/2019 00:00:00","30/12/1899 14:26:00","Sunday","14800","angbutter","1","4800","2:30:00 PM"
"28/10/2019 00:00:00","30/12/1899 14:30:00","Monday","14800","angbutter","1","4800","3:00:00 PM"
"03/10/2019 00:00:00","30/12/1899 14:34:00","Thursday","14800","angbutter","1","4800","3:00:00 PM"
"01/09/2019 00:00:00","30/12/1899 14:35:00","Sunday","14800","angbutter","1","4800","3:00:00 PM"
"19/10/2019 00:00:00","30/12/1899 14:45:00","Saturday","14800","angbutter","1","4800","3:00:00 PM"
"26/09/2019 00:00:00","30/12/1899 14:45:00","Thursday","14800","angbutter","1","4800","3:00:00 PM"
"13/11/2019 00:00:00","30/12/1899 14:45:00","Wednesday","14800","angbutter","1","4800","3:00:00 PM"
"30/03/2020 00:00:00","30/12/1899 14:46:00","Monday","14800","angbutter","1","4800","3:00:00 PM"
"07/02/2020 00:00:00","30/12/1899 14:51:00","Friday","14800","angbutter","1","4800","3:00:00 PM"
"04/09/2019 00:00:00","30/12/1899 14:54:00","Wednesday","14800","angbutter","1","4800","3:00:00 PM"
"08/11/2019 00:00:00","30/12/1899 15:01:00","Friday","14800","angbutter","1","4800","3:30:00 PM"
"01/05/2020 00:00:00","30/12/1899 15:03:00","Friday","14800","angbutter","1","4800","3:30:00 PM"
"15/11/2019 00:00:00","30/12/1899 15:19:00","Friday","14800","angbutter","1","4800","3:30:00 PM"
"26/03/2020 00:00:00","30/12/1899 15:22:00","Thursday","14800","angbutter","1","4800","3:30:00 PM"
"23/11/2019 00:00:00","30/12/1899 15:23:00","Saturday","14800","angbutter","1","4800","3:30:00 PM"
"03/11/2019 00:00:00","30/12/1899 15:30:00","Sunday","14800","angbutter","1","4800","4:00:00 PM"
"29/11/2019 00:00:00","30/12/1899 15:30:00","Friday","14800","angbutter","1","4800","4:00:00 PM"
"29/09/2019 00:00:00","30/12/1899 15:31:00","Sunday","14800","angbutter","1","4800","4:00:00 PM"
"09/11/2019 00:00:00","30/12/1899 15:40:00","Saturday","14800","angbutter","1","4800","4:00:00 PM"
"27/09/2019 00:00:00","30/12/1899 15:42:00","Friday","14800","angbutter","1","4800","4:00:00 PM"
"05/09/2019 00:00:00","30/12/1899 15:46:00","Thursday","14800","angbutter","1","4800","4:00:00 PM"
"13/01/2020 00:00:00","30/12/1899 15:52:00","Monday","14800","angbutter","1","4800","4:00:00 PM"
"23/01/2020 00:00:00","30/12/1899 15:53:00","Thursday","14800","angbutter","1","4800","4:00:00 PM"
"02/11/2019 00:00:00","30/12/1899 15:55:00","Saturday","14800","angbutter","1","4800","4:00:00 PM"
"09/01/2020 00:00:00","30/12/1899 16:00:00","Thursday","14800","angbutter","1","4800","4:30:00 PM"
"02/11/2019 00:00:00","30/12/1899 16:03:00","Saturday","14800","angbutter","1","4800","4:30:00 PM"
"22/01/2020 00:00:00","30/12/1899 16:08:00","Wednesday","14800","angbutter","1","4800","4:30:00 PM"
"09/11/2019 00:00:00","30/12/1899 16:23:00","Saturday","14800","angbutter","1","4800","4:30:00 PM"
"27/03/2020 00:00:00","30/12/1899 16:23:00","Friday","14800","angbutter","1","4800","4:30:00 PM"
"09/02/2020 00:00:00","30/12/1899 16:32:00","Sunday","14800","angbutter","1","4800","5:00:00 PM"
"09/01/2020 00:00:00","30/12/1899 17:00:00","Thursday","14800","angbutter","1","4800","5:30:00 PM"
"19/02/2020 00:00:00","30/12/1899 10:13:00","Wednesday","15800","angbutter","1","4800","11:00:00 AM"
"29/11/2019 00:00:00","30/12/1899 11:05:00","Friday","15800","angbutter","1","4800","11:30:00 AM"
"02/04/2020 00:00:00","30/12/1899 11:06:00","Thursday","15800","angbutter","1","4800","11:30:00 AM"
"23/10/2019 00:00:00","30/12/1899 11:06:00","Wednesday","15800","angbutter","1","4800","11:30:00 AM"
"26/02/2020 00:00:00","30/12/1899 11:07:00","Wednesday","15800","angbutter","1","4800","11:30:00 AM"
"17/11/2019 00:00:00","30/12/1899 11:09:00","Sunday","15800","angbutter","1","4800","11:30:00 AM"
"06/02/2020 00:00:00","30/12/1899 11:13:00","Thursday","15800","angbutter","1","4800","11:30:00 AM"
"25/03/2020 00:00:00","30/12/1899 11:13:00","Wednesday","15800","angbutter","1","4800","11:30:00 AM"
"28/07/2019 00:00:00","30/12/1899 11:14:00","Monday","15800","angbutter","1","4800","11:30:00 AM"
"12/09/2019 00:00:00","30/12/1899 11:16:00","Thursday","15800","angbutter","1","4800","11:30:00 AM"
"20/07/2019 00:00:00","30/12/1899 11:19:00","Saturday","15800","angbutter","1","4800","11:30:00 AM"
"02/02/2020 00:00:00","30/12/1899 11:34:00","Sunday","15800","angbutter","1","4800","12:00:00 PM"
"11/08/2019 00:00:00","30/12/1899 11:37:00","Sunday","15800","angbutter","1","4800","12:00:00 PM"
"28/10/2019 00:00:00","30/12/1899 11:40:00","Monday","15800","angbutter","1","4800","12:00:00 PM"
"10/11/2019 00:00:00","30/12/1899 11:41:00","Sunday","15800","angbutter","1","4800","12:00:00 PM"
"30/11/2019 00:00:00","30/12/1899 11:43:00","Saturday","15800","angbutter","1","4800","12:00:00 PM"
"13/11/2019 00:00:00","30/12/1899 11:46:00","Wednesday","15800","angbutter","1","4800","12:00:00 PM"
"19/10/2019 00:00:00","30/12/1899 11:55:00","Saturday","15800","angbutter","1","4800","12:00:00 PM"
"29/03/2020 00:00:00","30/12/1899 11:59:00","Sunday","15800","angbutter","1","4800","12:00:00 PM"
"25/08/2019 00:00:00","30/12/1899 12:02:00","Sunday","15800","angbutter","1","4800","12:30:00 PM"
"13/11/2019 00:00:00","30/12/1899 12:04:00","Wednesday","15800","angbutter","1","4800","12:30:00 PM"
"15/09/2019 00:00:00","30/12/1899 12:06:00","Sunday","15800","angbutter","1","4800","12:30:00 PM"
"21/09/2019 00:00:00","30/12/1899 12:08:00","Saturday","15800","angbutter","1","4800","12:30:00 PM"
"20/07/2019 00:00:00","30/12/1899 12:08:00","Saturday","15800","angbutter","1","4800","12:30:00 PM"
"23/09/2019 00:00:00","30/12/1899 12:08:00","Monday","15800","angbutter","1","4800","12:30:00 PM"
"18/03/2020 00:00:00","30/12/1899 12:10:00","Wednesday","15800","angbutter","1","4800","12:30:00 PM"
"19/07/2019 00:00:00","30/12/1899 12:11:00","Friday","15800","angbutter","1","4800","12:30:00 PM"
"22/08/2019 00:00:00","30/12/1899 12:12:00","Thursday","15800","angbutter","1","4800","12:30:00 PM"
"19/12/2019 00:00:00","30/12/1899 12:17:00","Thursday","15800","angbutter","1","4800","12:30:00 PM"
"19/08/2019 00:00:00","30/12/1899 12:21:00","Monday","15800","angbutter","1","4800","12:30:00 PM"
"02/08/2019 00:00:00","30/12/1899 12:21:00","Friday","15800","angbutter","1","4800","12:30:00 PM"
"17/02/2020 00:00:00","30/12/1899 12:24:00","Monday","15800","angbutter","1","4800","12:30:00 PM"
"24/08/2019 00:00:00","30/12/1899 12:28:00","Saturday","15800","angbutter","1","4800","12:30:00 PM"
"03/10/2019 00:00:00","30/12/1899 12:28:00","Thursday","15800","angbutter","1","4800","12:30:00 PM"
"18/04/2020 00:00:00","30/12/1899 12:35:00","Saturday","15800","angbutter","1","4800","1:00:00 PM"
"09/02/2020 00:00:00","30/12/1899 12:36:00","Sunday","15800","angbutter","1","4800","1:00:00 PM"
"12/10/2019 00:00:00","30/12/1899 12:38:00","Saturday","15800","angbutter","1","4800","1:00:00 PM"
"12/08/2019 00:00:00","30/12/1899 12:41:00","Monday","15800","angbutter","1","4800","1:00:00 PM"
"27/12/2019 00:00:00","30/12/1899 12:45:00","Friday","15800","angbutter","1","4800","1:00:00 PM"
"17/10/2019 00:00:00","30/12/1899 12:48:00","Thursday","15800","angbutter","1","4800","1:00:00 PM"
"07/02/2020 00:00:00","30/12/1899 12:48:00","Friday","15800","angbutter","1","4800","1:00:00 PM"
"21/10/2019 00:00:00","30/12/1899 12:48:00","Monday","15800","angbutter","1","4800","1:00:00 PM"
"29/11/2019 00:00:00","30/12/1899 12:50:00","Friday","15800","angbutter","1","4800","1:00:00 PM"
"02/08/2019 00:00:00","30/12/1899 12:51:00","Friday","15800","angbutter","1","4800","1:00:00 PM"
"29/07/2019 00:00:00","30/12/1899 12:54:00","Monday","15800","angbutter","1","4800","1:00:00 PM"
"20/07/2019 00:00:00","30/12/1899 12:55:00","Saturday","15800","angbutter","1","4800","1:00:00 PM"
"11/08/2019 00:00:00","30/12/1899 12:58:00","Sunday","15800","angbutter","1","4800","1:00:00 PM"
"27/11/2019 00:00:00","30/12/1899 12:59:00","Wednesday","15800","angbutter","1","4800","1:00:00 PM"
"02/03/2020 00:00:00","30/12/1899 13:00:00","Monday","15800","angbutter","1","4800","1:30:00 PM"
"21/08/2019 00:00:00","30/12/1899 13:01:00","Wednesday","15800","angbutter","1","4800","1:30:00 PM"
"27/09/2019 00:00:00","30/12/1899 13:07:00","Friday","15800","angbutter","1","4800","1:30:00 PM"
"08/12/2019 00:00:00","30/12/1899 13:12:00","Sunday","15800","angbutter","1","4800","1:30:00 PM"
"02/04/2020 00:00:00","30/12/1899 13:12:00","Thursday","15800","angbutter","1","4800","1:30:00 PM"
"14/12/2019 00:00:00","30/12/1899 13:14:00","Saturday","15800","angbutter","1","4800","1:30:00 PM"
"01/12/2019 00:00:00","30/12/1899 13:15:00","Sunday","15800","angbutter","1","4800","1:30:00 PM"
"20/02/2020 00:00:00","30/12/1899 13:18:00","Thursday","15800","angbutter","1","4800","1:30:00 PM"
"27/10/2019 00:00:00","30/12/1899 13:20:00","Sunday","15800","angbutter","1","4800","1:30:00 PM"
"08/12/2019 00:00:00","30/12/1899 13:22:00","Sunday","15800","angbutter","1","4800","1:30:00 PM"
"08/08/2019 00:00:00","30/12/1899 13:22:00","Thursday","15800","angbutter","1","4800","1:30:00 PM"
"16/08/2019 00:00:00","30/12/1899 13:27:00","Friday","15800","angbutter","1","4800","1:30:00 PM"
"26/02/2020 00:00:00","30/12/1899 13:28:00","Wednesday","15800","angbutter","1","4800","1:30:00 PM"
"03/08/2019 00:00:00","30/12/1899 13:42:00","Saturday","15800","angbutter","1","4800","2:00:00 PM"
"25/11/2019 00:00:00","30/12/1899 13:42:00","Monday","15800","angbutter","1","4800","2:00:00 PM"
"12/09/2019 00:00:00","30/12/1899 13:43:00","Thursday","15800","angbutter","1","4800","2:00:00 PM"
"29/12/2019 00:00:00","30/12/1899 13:43:00","Sunday","15800","angbutter","1","4800","2:00:00 PM"
"06/03/2020 00:00:00","30/12/1899 13:44:00","Friday","15800","angbutter","1","4800","2:00:00 PM"
"14/03/2020 00:00:00","30/12/1899 13:49:00","Saturday","15800","angbutter","1","4800","2:00:00 PM"
"10/01/2020 00:00:00","30/12/1899 13:51:00","Friday","15800","angbutter","1","4800","2:00:00 PM"
"09/12/2019 00:00:00","30/12/1899 13:54:00","Monday","15800","angbutter","1","4800","2:00:00 PM"
"31/07/2019 00:00:00","30/12/1899 13:58:00","Wednesday","15800","angbutter","1","4800","2:00:00 PM"
"06/03/2020 00:00:00","30/12/1899 14:00:00","Friday","15800","angbutter","1","4800","2:30:00 PM"
"26/07/2019 00:00:00","30/12/1899 14:05:00","Friday","15800","angbutter","1","4800","2:30:00 PM"
"01/02/2020 00:00:00","30/12/1899 14:06:00","Saturday","15800","angbutter","1","4800","2:30:00 PM"
"09/11/2019 00:00:00","30/12/1899 14:06:00","Saturday","15800","angbutter","1","4800","2:30:00 PM"
"24/10/2019 00:00:00","30/12/1899 14:06:00","Thursday","15800","angbutter","1","4800","2:30:00 PM"
"29/01/2020 00:00:00","30/12/1899 14:07:00","Wednesday","15800","angbutter","1","4800","2:30:00 PM"
"21/12/2019 00:00:00","30/12/1899 14:18:00","Saturday","15800","angbutter","1","4800","2:30:00 PM"
"05/10/2019 00:00:00","30/12/1899 14:19:00","Saturday","15800","angbutter","1","4800","2:30:00 PM"
"30/11/2019 00:00:00","30/12/1899 14:24:00","Saturday","15800","angbutter","1","4800","2:30:00 PM"
"21/03/2020 00:00:00","30/12/1899 14:28:00","Saturday","15800","angbutter","1","4800","2:30:00 PM"
"12/04/2020 00:00:00","30/12/1899 14:30:00","Sunday","15800","angbutter","1","4800","3:00:00 PM"
"22/08/2019 00:00:00","30/12/1899 14:35:00","Thursday","15800","angbutter","1","4800","3:00:00 PM"
"21/02/2020 00:00:00","30/12/1899 14:41:00","Friday","15800","angbutter","1","4800","3:00:00 PM"
"01/09/2019 00:00:00","30/12/1899 14:43:00","Sunday","15800","angbutter","1","4800","3:00:00 PM"
"14/03/2020 00:00:00","30/12/1899 14:47:00","Saturday","15800","angbutter","1","4800","3:00:00 PM"
"09/11/2019 00:00:00","30/12/1899 14:48:00","Saturday","15800","angbutter","1","4800","3:00:00 PM"
"13/07/2019 00:00:00","30/12/1899 14:54:00","Saturday","15800","angbutter","1","4800","3:00:00 PM"
