Bakery[Date],Bakery[Time],Bakery[day of week],Bakery[total],Bakery[Name],Bakery[Quantity],Bakery[Bakery price.price],Bakery[NewTime]
"29/12/2019 00:00:00","30/12/1899 14:42:00","Sunday","22800","americano","1","4800","3:00:00 PM"
"27/04/2020 00:00:00","30/12/1899 14:42:00","Monday","14300","americano","1","4800","3:00:00 PM"
"19/10/2019 00:00:00","30/12/1899 14:45:00","Saturday","14800","americano","1","4800","3:00:00 PM"
"15/01/2020 00:00:00","30/12/1899 14:46:00","Wednesday","18800","americano","1","4800","3:00:00 PM"
"25/12/2019 00:00:00","30/12/1899 14:47:00","Wednesday","20000","americano","1","4800","3:00:00 PM"
"09/11/2019 00:00:00","30/12/1899 14:48:00","Saturday","15800","americano","1","4800","3:00:00 PM"
"08/08/2019 00:00:00","30/12/1899 14:52:00","Thursday","17000","americano","1","4800","3:00:00 PM"
"18/01/2020 00:00:00","30/12/1899 14:52:00","Saturday","14300","americano","1","4800","3:00:00 PM"
"05/01/2020 00:00:00","30/12/1899 14:54:00","Sunday","14300","americano","1","4800","3:00:00 PM"
"10/04/2020 00:00:00","30/12/1899 14:55:00","Friday","14300","americano","1","4800","3:00:00 PM"
"30/04/2020 00:00:00","30/12/1899 15:01:00","Thursday","18800","americano","1","4800","3:30:00 PM"
"16/10/2019 00:00:00","30/12/1899 15:01:00","Wednesday","15600","americano","1","4800","3:30:00 PM"
"08/11/2019 00:00:00","30/12/1899 15:02:00","Friday","27800","americano","1","4800","3:30:00 PM"
"11/12/2019 00:00:00","30/12/1899 15:05:00","Wednesday","14500","americano","1","4800","3:30:00 PM"
"29/04/2020 00:00:00","30/12/1899 15:05:00","Wednesday","26800","americano","1","4800","3:30:00 PM"
"11/12/2019 00:00:00","30/12/1899 15:07:00","Wednesday","14300","americano","1","4800","3:30:00 PM"
"25/07/2019 00:00:00","30/12/1899 15:09:00","Thursday","14300","americano","1","4800","3:30:00 PM"
"22/12/2019 00:00:00","30/12/1899 15:10:00","Sunday","15000","americano","1","4800","3:30:00 PM"
"10/01/2020 00:00:00","30/12/1899 15:10:00","Friday","19300","americano","1","4800","3:30:00 PM"
"30/09/2019 00:00:00","30/12/1899 15:17:00","Monday","15500","americano","1","4800","3:30:00 PM"
"13/04/2020 00:00:00","30/12/1899 15:19:00","Monday","26300","americano","1","4800","3:30:00 PM"
"22/01/2020 00:00:00","30/12/1899 15:22:00","Wednesday","14500","americano","1","4800","3:30:00 PM"
"06/12/2019 00:00:00","30/12/1899 15:25:00","Friday","13800","americano","1","4800","3:30:00 PM"
"23/01/2020 00:00:00","30/12/1899 15:26:00","Thursday","27500","americano","1","4800","3:30:00 PM"
"23/11/2019 00:00:00","30/12/1899 15:30:00","Saturday","22300","americano","1","4800","4:00:00 PM"
"11/07/2019 00:00:00","30/12/1899 15:35:00","Thursday","23800","americano","1","4800","4:00:00 PM"
"27/03/2020 00:00:00","30/12/1899 15:36:00","Friday","28800","americano","1","4800","4:00:00 PM"
"29/03/2020 00:00:00","30/12/1899 15:37:00","Sunday","15300","americano","1","4800","4:00:00 PM"
"20/12/2019 00:00:00","30/12/1899 15:37:00","Friday","16800","americano","1","4800","4:00:00 PM"
"09/04/2020 00:00:00","30/12/1899 15:44:00","Thursday","14300","americano","1","4800","4:00:00 PM"
"27/03/2020 00:00:00","30/12/1899 15:48:00","Friday","14000","americano","1","4800","4:00:00 PM"
"13/12/2019 00:00:00","30/12/1899 15:53:00","Friday","16800","americano","1","4800","4:00:00 PM"
"03/10/2019 00:00:00","30/12/1899 15:53:00","Thursday","16000","americano","1","4800","4:00:00 PM"
"19/01/2020 00:00:00","30/12/1899 15:54:00","Sunday","27400","americano","1","4800","4:00:00 PM"
"17/11/2019 00:00:00","30/12/1899 15:58:00","Sunday","14800","americano","1","4800","4:00:00 PM"
"15/04/2020 00:00:00","30/12/1899 15:59:00","Wednesday","15600","americano","1","4800","4:00:00 PM"
"06/01/2020 00:00:00","30/12/1899 16:00:00","Monday","14300","americano","1","4800","4:30:00 PM"
"28/09/2019 00:00:00","30/12/1899 16:01:00","Saturday","15300","americano","1","4800","4:30:00 PM"
"02/04/2020 00:00:00","30/12/1899 16:02:00","Thursday","14300","americano","1","4800","4:30:00 PM"
"29/12/2019 00:00:00","30/12/1899 16:02:00","Sunday","25500","americano","1","4800","4:30:00 PM"
"19/09/2019 00:00:00","30/12/1899 16:04:00","Thursday","15600","americano","1","4800","4:30:00 PM"
"26/08/2019 00:00:00","30/12/1899 16:06:00","Monday","14000","americano","1","4800","4:30:00 PM"
"19/09/2019 00:00:00","30/12/1899 16:17:00","Thursday","30500","americano","1","4800","4:30:00 PM"
"25/03/2020 00:00:00","30/12/1899 16:17:00","Wednesday","20300","americano","1","4800","4:30:00 PM"
"30/08/2019 00:00:00","30/12/1899 16:18:00","Friday","18800","americano","1","4800","4:30:00 PM"
"16/11/2019 00:00:00","30/12/1899 16:21:00","Saturday","14300","americano","1","4800","4:30:00 PM"
"19/01/2020 00:00:00","30/12/1899 16:21:00","Sunday","19800","americano","1","4800","4:30:00 PM"
"02/12/2019 00:00:00","30/12/1899 16:22:00","Monday","14300","americano","1","4800","4:30:00 PM"
"23/02/2020 00:00:00","30/12/1899 16:29:00","Sunday","30100","americano","1","4800","4:30:00 PM"
"24/11/2019 00:00:00","30/12/1899 16:32:00","Sunday","19500","americano","1","4800","5:00:00 PM"
"08/01/2020 00:00:00","30/12/1899 16:33:00","Wednesday","26900","americano","1","4800","5:00:00 PM"
"18/09/2019 00:00:00","30/12/1899 16:42:00","Wednesday","15500","americano","1","4800","5:00:00 PM"
"19/01/2020 00:00:00","30/12/1899 16:52:00","Sunday","17800","americano","1","4800","5:00:00 PM"
"02/11/2019 00:00:00","30/12/1899 16:54:00","Saturday","14300","americano","1","4800","5:00:00 PM"
"05/01/2020 00:00:00","30/12/1899 16:54:00","Sunday","15300","americano","1","4800","5:00:00 PM"
"22/02/2020 00:00:00","30/12/1899 17:20:00","Saturday","15300","americano","1","4800","5:30:00 PM"
"06/04/2020 00:00:00","30/12/1899 17:21:00","Monday","15300","americano","1","4800","5:30:00 PM"
"03/01/2020 00:00:00","30/12/1899 11:03:00","Friday","21600","vanila latte","1","4800","11:30:00 AM"
"23/02/2020 00:00:00","30/12/1899 11:04:00","Sunday","35300","vanila latte","1","4800","11:30:00 AM"
"22/12/2019 00:00:00","30/12/1899 11:05:00","Sunday","14800","vanila latte","1","4800","11:30:00 AM"
"01/03/2020 00:00:00","30/12/1899 11:06:00","Sunday","34100","vanila latte","1","4800","11:30:00 AM"
"17/11/2019 00:00:00","30/12/1899 11:06:00","Sunday","26300","vanila latte","1","4800","11:30:00 AM"
"06/11/2019 00:00:00","30/12/1899 11:07:00","Wednesday","16000","vanila latte","1","4800","11:30:00 AM"
"17/11/2019 00:00:00","30/12/1899 11:07:00","Sunday","23800","vanila latte","1","4800","11:30:00 AM"
"14/07/2019 00:00:00","30/12/1899 11:08:00","Sunday","15300","vanila latte","1","4800","11:30:00 AM"
"14/10/2019 00:00:00","30/12/1899 11:08:00","Monday","26000","vanila latte","1","4800","11:30:00 AM"
"16/10/2019 00:00:00","30/12/1899 11:09:00","Wednesday","22800","vanila latte","1","4800","11:30:00 AM"
"07/09/2019 00:00:00","30/12/1899 11:10:00","Saturday","23600","vanila latte","1","4800","11:30:00 AM"
"11/03/2020 00:00:00","30/12/1899 11:10:00","Wednesday","28600","vanila latte","1","4800","11:30:00 AM"
"26/02/2020 00:00:00","30/12/1899 11:12:00","Wednesday","31600","vanila latte","1","4800","11:30:00 AM"
"12/09/2019 00:00:00","30/12/1899 11:13:00","Thursday","15000","vanila latte","1","4800","11:30:00 AM"
"30/08/2019 00:00:00","30/12/1899 11:16:00","Friday","14800","vanila latte","1","4800","11:30:00 AM"
"14/08/2019 00:00:00","30/12/1899 11:22:00","Wednesday","29000","vanila latte","1","4800","11:30:00 AM"
"08/04/2020 00:00:00","30/12/1899 11:22:00","Wednesday","16300","vanila latte","1","4800","11:30:00 AM"
"10/08/2019 00:00:00","30/12/1899 11:27:00","Saturday","36800","vanila latte","1","4800","11:30:00 AM"
"09/11/2019 00:00:00","30/12/1899 11:36:00","Saturday","21300","vanila latte","1","4800","12:00:00 PM"
"02/05/2020 00:00:00","30/12/1899 11:37:00","Saturday","19500","vanila latte","1","4800","12:00:00 PM"
"11/08/2019 00:00:00","30/12/1899 11:37:00","Sunday","15800","vanila latte","1","4800","12:00:00 PM"
"10/11/2019 00:00:00","30/12/1899 11:41:00","Sunday","15800","vanila latte","1","4800","12:00:00 PM"
"18/03/2020 00:00:00","30/12/1899 11:43:00","Wednesday","30500","vanila latte","1","4800","12:00:00 PM"
"22/03/2020 00:00:00","30/12/1899 11:43:00","Sunday","32900","vanila latte","1","4800","12:00:00 PM"
"14/07/2019 00:00:00","30/12/1899 11:44:00","Sunday","26300","vanila latte","1","4800","12:00:00 PM"
"16/04/2020 00:00:00","30/12/1899 11:46:00","Thursday","19300","vanila latte","1","4800","12:00:00 PM"
"01/03/2020 00:00:00","30/12/1899 11:47:00","Sunday","41800","vanila latte","1","4800","12:00:00 PM"
"16/10/2019 00:00:00","30/12/1899 11:48:00","Wednesday","15500","vanila latte","1","4800","12:00:00 PM"
"25/10/2019 00:00:00","30/12/1899 11:51:00","Friday","22800","vanila latte","1","4800","12:00:00 PM"
"28/02/2020 00:00:00","30/12/1899 11:52:00","Friday","16500","vanila latte","1","4800","12:00:00 PM"
"13/01/2020 00:00:00","30/12/1899 11:52:00","Monday","20300","vanila latte","1","4800","12:00:00 PM"
"15/08/2019 00:00:00","30/12/1899 11:53:00","Thursday","15000","vanila latte","1","4800","12:00:00 PM"
"05/02/2020 00:00:00","30/12/1899 11:54:00","Wednesday","21500","vanila latte","1","4800","12:00:00 PM"
"21/02/2020 00:00:00","30/12/1899 11:54:00","Friday","19800","vanila latte","1","4800","12:00:00 PM"
"28/02/2020 00:00:00","30/12/1899 11:54:00","Friday","14800","vanila latte","1","4800","12:00:00 PM"
"26/10/2019 00:00:00","30/12/1899 11:54:00","Saturday","25800","vanila latte","1","4800","12:00:00 PM"
"01/11/2019 00:00:00","30/12/1899 11:55:00","Friday","23000","vanila latte","1","4800","12:00:00 PM"
"26/02/2020 00:00:00","30/12/1899 11:55:00","Wednesday","15300","vanila latte","1","4800","12:00:00 PM"
"25/07/2019 00:00:00","30/12/1899 11:57:00","Thursday","26800","vanila latte","1","4800","12:00:00 PM"
"14/07/2019 00:00:00","30/12/1899 11:59:00","Sunday","19800","vanila latte","1","4800","12:00:00 PM"
"16/03/2020 00:00:00","30/12/1899 11:59:00","Monday","26800","vanila latte","1","4800","12:00:00 PM"
"27/07/2019 00:00:00","30/12/1899 12:00:00","Saturday","18600","vanila latte","1","4800","12:30:00 PM"
"05/03/2020 00:00:00","30/12/1899 12:00:00","Thursday","20500","vanila latte","1","4800","12:30:00 PM"
"26/04/2020 00:00:00","30/12/1899 12:00:00","Sunday","23300","vanila latte","1","4800","12:30:00 PM"
"22/01/2020 00:00:00","30/12/1899 12:04:00","Wednesday","20300","vanila latte","1","4800","12:30:00 PM"
"14/09/2019 00:00:00","30/12/1899 12:06:00","Saturday","19300","vanila latte","1","4800","12:30:00 PM"
"18/10/2019 00:00:00","30/12/1899 12:08:00","Friday","17000","vanila latte","1","4800","12:30:00 PM"
"03/10/2019 00:00:00","30/12/1899 12:12:00","Thursday","22300","vanila latte","1","4800","12:30:00 PM"
"05/09/2019 00:00:00","30/12/1899 12:12:00","Thursday","19600","vanila latte","1","4800","12:30:00 PM"
"29/09/2019 00:00:00","30/12/1899 12:13:00","Sunday","23800","vanila latte","1","4800","12:30:00 PM"
"15/12/2019 00:00:00","30/12/1899 12:14:00","Sunday","19300","vanila latte","1","4800","12:30:00 PM"
"22/02/2020 00:00:00","30/12/1899 12:14:00","Saturday","19300","vanila latte","1","4800","12:30:00 PM"
"06/03/2020 00:00:00","30/12/1899 12:15:00","Friday","18500","vanila latte","1","4800","12:30:00 PM"
"26/12/2019 00:00:00","30/12/1899 12:16:00","Thursday","20500","vanila latte","1","4800","12:30:00 PM"
"09/03/2020 00:00:00","30/12/1899 12:16:00","Monday","20500","vanila latte","1","4800","12:30:00 PM"
"03/10/2019 00:00:00","30/12/1899 12:17:00","Thursday","28300","vanila latte","1","4800","12:30:00 PM"
"20/03/2020 00:00:00","30/12/1899 12:17:00","Friday","28800","vanila latte","1","4800","12:30:00 PM"
"07/08/2019 00:00:00","30/12/1899 12:20:00","Wednesday","27300","vanila latte","1","4800","12:30:00 PM"
"16/11/2019 00:00:00","30/12/1899 12:21:00","Saturday","18500","vanila latte","1","4800","12:30:00 PM"
"06/03/2020 00:00:00","30/12/1899 12:22:00","Friday","22800","vanila latte","1","4800","12:30:00 PM"
"22/02/2020 00:00:00","30/12/1899 12:22:00","Saturday","17100","vanila latte","1","4800","12:30:00 PM"
"25/08/2019 00:00:00","30/12/1899 12:23:00","Sunday","25300","vanila latte","1","4800","12:30:00 PM"
"09/03/2020 00:00:00","30/12/1899 12:24:00","Monday","16000","vanila latte","1","4800","12:30:00 PM"
"23/02/2020 00:00:00","30/12/1899 12:25:00","Sunday","15300","vanila latte","1","4800","12:30:00 PM"
"28/09/2019 00:00:00","30/12/1899 12:27:00","Saturday","21800","vanila latte","1","4800","12:30:00 PM"
"08/03/2020 00:00:00","30/12/1899 12:28:00","Sunday","32800","vanila latte","1","4800","12:30:00 PM"
"03/10/2019 00:00:00","30/12/1899 12:28:00","Thursday","15800","vanila latte","1","4800","12:30:00 PM"
"18/03/2020 00:00:00","30/12/1899 12:29:00","Wednesday","39100","vanila latte","1","4800","12:30:00 PM"
"20/04/2020 00:00:00","30/12/1899 12:32:00","Monday","16500","vanila latte","1","4800","1:00:00 PM"
"09/02/2020 00:00:00","30/12/1899 12:33:00","Sunday","19800","vanila latte","1","4800","1:00:00 PM"
"17/10/2019 00:00:00","30/12/1899 12:35:00","Thursday","14800","vanila latte","1","4800","1:00:00 PM"
"18/04/2020 00:00:00","30/12/1899 12:35:00","Saturday","15800","vanila latte","1","4800","1:00:00 PM"
"01/12/2019 00:00:00","30/12/1899 12:35:00","Sunday","23000","vanila latte","1","4800","1:00:00 PM"
"15/02/2020 00:00:00","30/12/1899 12:35:00","Saturday","15500","vanila latte","1","4800","1:00:00 PM"
"02/10/2019 00:00:00","30/12/1899 12:35:00","Wednesday","15500","vanila latte","1","4800","1:00:00 PM"
"23/02/2020 00:00:00","30/12/1899 12:39:00","Sunday","19800","vanila latte","1","4800","1:00:00 PM"
"17/08/2019 00:00:00","30/12/1899 12:40:00","Saturday","18800","vanila latte","1","4800","1:00:00 PM"
"29/02/2020 00:00:00","30/12/1899 12:48:00","Saturday","19000","vanila latte","1","4800","1:00:00 PM"
"22/02/2020 00:00:00","30/12/1899 12:48:00","Saturday","16100","vanila latte","1","4800","1:00:00 PM"
"14/12/2019 00:00:00","30/12/1899 12:51:00","Saturday","19300","vanila latte","1","4800","1:00:00 PM"
"10/01/2020 00:00:00","30/12/1899 12:51:00","Friday","21800","vanila latte","1","4800","1:00:00 PM"
"19/01/2020 00:00:00","30/12/1899 12:52:00","Sunday","32100","vanila latte","1","4800","1:00:00 PM"
"20/09/2019 00:00:00","30/12/1899 12:53:00","Friday","21000","vanila latte","1","4800","1:00:00 PM"
"28/11/2019 00:00:00","30/12/1899 12:53:00","Thursday","15300","vanila latte","1","4800","1:00:00 PM"
"09/02/2020 00:00:00","30/12/1899 12:54:00","Sunday","22300","vanila latte","1","4800","1:00:00 PM"
"16/12/2019 00:00:00","30/12/1899 12:58:00","Monday","14800","vanila latte","1","4800","1:00:00 PM"
"20/11/2019 00:00:00","30/12/1899 12:59:00","Wednesday","20300","vanila latte","1","4800","1:00:00 PM"
"13/10/2019 00:00:00","30/12/1899 13:01:00","Sunday","14800","vanila latte","1","4800","1:30:00 PM"
"29/12/2019 00:00:00","30/12/1899 13:03:00","Sunday","19800","vanila latte","1","4800","1:30:00 PM"
"27/09/2019 00:00:00","30/12/1899 13:07:00","Friday","15800","vanila latte","1","4800","1:30:00 PM"
"10/11/2019 00:00:00","30/12/1899 13:09:00","Sunday","23800","vanila latte","1","4800","1:30:00 PM"
"14/11/2019 00:00:00","30/12/1899 13:10:00","Thursday","39300","vanila latte","1","4800","1:30:00 PM"
"01/12/2019 00:00:00","30/12/1899 13:15:00","Sunday","15800","vanila latte","1","4800","1:30:00 PM"
"28/11/2019 00:00:00","30/12/1899 13:15:00","Thursday","25300","vanila latte","1","4800","1:30:00 PM"
"28/11/2019 00:00:00","30/12/1899 13:16:00","Thursday","17500","vanila latte","1","4800","1:30:00 PM"
"05/04/2020 00:00:00","30/12/1899 13:17:00","Sunday","17100","vanila latte","1","4800","1:30:00 PM"
"03/10/2019 00:00:00","30/12/1899 13:17:00","Thursday","24000","vanila latte","1","4800","1:30:00 PM"
"19/01/2020 00:00:00","30/12/1899 13:17:00","Sunday","24300","vanila latte","1","4800","1:30:00 PM"
"07/03/2020 00:00:00","30/12/1899 13:17:00","Saturday","15500","vanila latte","1","4800","1:30:00 PM"
"17/11/2019 00:00:00","30/12/1899 13:18:00","Sunday","23300","vanila latte","1","4800","1:30:00 PM"
"31/07/2019 00:00:00","30/12/1899 13:18:00","Wednesday","27300","vanila latte","1","4800","1:30:00 PM"
"13/07/2019 00:00:00","30/12/1899 13:19:00","Saturday","14800","vanila latte","1","4800","1:30:00 PM"
"06/03/2020 00:00:00","30/12/1899 13:21:00","Friday","20600","vanila latte","1","4800","1:30:00 PM"
"08/08/2019 00:00:00","30/12/1899 13:22:00","Thursday","15800","vanila latte","1","4800","1:30:00 PM"
"16/03/2020 00:00:00","30/12/1899 13:29:00","Monday","14800","vanila latte","1","4800","1:30:00 PM"
"29/07/2019 00:00:00","30/12/1899 13:36:00","Monday","28000","vanila latte","1","4800","2:00:00 PM"
"01/02/2020 00:00:00","30/12/1899 13:42:00","Saturday","19300","vanila latte","1","4800","2:00:00 PM"
"18/04/2020 00:00:00","30/12/1899 13:42:00","Saturday","15000","vanila latte","1","4800","2:00:00 PM"
"06/03/2020 00:00:00","30/12/1899 13:44:00","Friday","15800","vanila latte","1","4800","2:00:00 PM"
"31/01/2020 00:00:00","30/12/1899 13:47:00","Friday","15000","vanila latte","1","4800","2:00:00 PM"
"01/04/2020 00:00:00","30/12/1899 13:49:00","Wednesday","28800","vanila latte","1","4800","2:00:00 PM"
"13/01/2020 00:00:00","30/12/1899 13:49:00","Monday","19300","vanila latte","1","4800","2:00:00 PM"
"30/11/2019 00:00:00","30/12/1899 13:49:00","Saturday","20300","vanila latte","1","4800","2:00:00 PM"
"01/02/2020 00:00:00","30/12/1899 13:50:00","Saturday","23600","vanila latte","1","4800","2:00:00 PM"
"10/01/2020 00:00:00","30/12/1899 13:51:00","Friday","15800","vanila latte","1","4800","2:00:00 PM"
"24/11/2019 00:00:00","30/12/1899 13:53:00","Sunday","19300","vanila latte","1","4800","2:00:00 PM"
"29/07/2019 00:00:00","30/12/1899 13:53:00","Monday","28000","vanila latte","1","4800","2:00:00 PM"
"29/09/2019 00:00:00","30/12/1899 14:02:00","Sunday","29900","vanila latte","1","4800","2:30:00 PM"
"29/03/2020 00:00:00","30/12/1899 14:02:00","Sunday","26300","vanila latte","1","4800","2:30:00 PM"
"21/07/2019 00:00:00","30/12/1899 14:05:00","Sunday","18300","vanila latte","1","4800","2:30:00 PM"
"27/07/2019 00:00:00","30/12/1899 14:05:00","Saturday","32600","vanila latte","1","4800","2:30:00 PM"
"05/01/2020 00:00:00","30/12/1899 14:06:00","Sunday","23800","vanila latte","1","4800","2:30:00 PM"
"28/09/2019 00:00:00","30/12/1899 14:07:00","Saturday","25800","vanila latte","1","4800","2:30:00 PM"
"29/01/2020 00:00:00","30/12/1899 14:07:00","Wednesday","15800","vanila latte","1","4800","2:30:00 PM"
"12/08/2019 00:00:00","30/12/1899 14:08:00","Monday","32100","vanila latte","1","4800","2:30:00 PM"
"18/04/2020 00:00:00","30/12/1899 14:10:00","Saturday","36000","vanila latte","1","4800","2:30:00 PM"
"13/02/2020 00:00:00","30/12/1899 14:10:00","Thursday","16100","vanila latte","1","4800","2:30:00 PM"
"02/10/2019 00:00:00","30/12/1899 14:16:00","Wednesday","17000","vanila latte","1","4800","2:30:00 PM"
"02/09/2019 00:00:00","30/12/1899 14:17:00","Monday","20300","vanila latte","1","4800","2:30:00 PM"
"22/12/2019 00:00:00","30/12/1899 14:17:00","Sunday","20300","vanila latte","1","4800","2:30:00 PM"
"01/03/2020 00:00:00","30/12/1899 14:19:00","Sunday","23500","vanila latte","1","4800","2:30:00 PM"
"07/03/2020 00:00:00","30/12/1899 14:20:00","Saturday","19800","vanila latte","1","4800","2:30:00 PM"
"16/11/2019 00:00:00","30/12/1899 14:21:00","Saturday","24800","vanila latte","1","4800","2:30:00 PM"
"19/01/2020 00:00:00","30/12/1899 14:23:00","Sunday","15100","vanila latte","1","4800","2:30:00 PM"
"26/09/2019 00:00:00","30/12/1899 14:23:00","Thursday","24800","vanila latte","1","4800","2:30:00 PM"
"24/10/2019 00:00:00","30/12/1899 14:25:00","Thursday","21000","vanila latte","1","4800","2:30:00 PM"
"03/10/2019 00:00:00","30/12/1899 14:25:00","Thursday","22800","vanila latte","1","4800","2:30:00 PM"
"29/12/2019 00:00:00","30/12/1899 14:26:00","Sunday","14800","vanila latte","1","4800","2:30:00 PM"
"24/07/2019 00:00:00","30/12/1899 14:28:00","Wednesday","26300","vanila latte","1","4800","2:30:00 PM"
"16/10/2019 00:00:00","30/12/1899 14:31:00","Wednesday","20300","vanila latte","1","4800","3:00:00 PM"
"24/02/2020 00:00:00","30/12/1899 14:32:00","Monday","26800","vanila latte","1","4800","3:00:00 PM"
"18/11/2019 00:00:00","30/12/1899 14:36:00","Monday","28800","vanila latte","1","4800","3:00:00 PM"
"14/07/2019 00:00:00","30/12/1899 14:41:00","Sunday","20100","vanila latte","1","4800","3:00:00 PM"
"29/12/2019 00:00:00","30/12/1899 14:42:00","Sunday","22800","vanila latte","1","4800","3:00:00 PM"
"01/09/2019 00:00:00","30/12/1899 14:43:00","Sunday","15800","vanila latte","1","4800","3:00:00 PM"
"25/12/2019 00:00:00","30/12/1899 14:47:00","Wednesday","20000","vanila latte","1","4800","3:00:00 PM"
"13/10/2019 00:00:00","30/12/1899 14:48:00","Sunday","21300","vanila latte","1","4800","3:00:00 PM"
"22/03/2020 00:00:00","30/12/1899 14:51:00","Sunday","16100","vanila latte","1","4800","3:00:00 PM"
"07/02/2020 00:00:00","30/12/1899 14:51:00","Friday","14800","vanila latte","1","4800","3:00:00 PM"
"13/07/2019 00:00:00","30/12/1899 14:54:00","Saturday","15800","vanila latte","1","4800","3:00:00 PM"
"08/08/2019 00:00:00","30/12/1899 14:58:00","Thursday","20500","vanila latte","1","4800","3:00:00 PM"
"14/07/2019 00:00:00","30/12/1899 15:02:00","Sunday","19800","vanila latte","1","4800","3:30:00 PM"
"30/08/2019 00:00:00","30/12/1899 15:05:00","Friday","28800","vanila latte","1","4800","3:30:00 PM"
"29/08/2019 00:00:00","30/12/1899 15:08:00","Thursday","15000","vanila latte","1","4800","3:30:00 PM"
"13/07/2019 00:00:00","30/12/1899 15:08:00","Saturday","15800","vanila latte","1","4800","3:30:00 PM"
"02/09/2019 00:00:00","30/12/1899 15:13:00","Monday","23500","vanila latte","1","4800","3:30:00 PM"
"09/02/2020 00:00:00","30/12/1899 15:15:00","Sunday","18500","vanila latte","1","4800","3:30:00 PM"
"30/09/2019 00:00:00","30/12/1899 15:17:00","Monday","15500","vanila latte","1","4800","3:30:00 PM"
"15/04/2020 00:00:00","30/12/1899 15:17:00","Wednesday","29200","vanila latte","1","4800","3:30:00 PM"
"18/11/2019 00:00:00","30/12/1899 15:17:00","Monday","22800","vanila latte","1","4800","3:30:00 PM"
"08/03/2020 00:00:00","30/12/1899 15:18:00","Sunday","25400","vanila latte","1","4800","3:30:00 PM"
"08/03/2020 00:00:00","30/12/1899 15:23:00","Sunday","16100","vanila latte","1","4800","3:30:00 PM"
"03/11/2019 00:00:00","30/12/1899 15:30:00","Sunday","14800","vanila latte","1","4800","4:00:00 PM"
"09/08/2019 00:00:00","30/12/1899 15:30:00","Friday","15100","vanila latte","1","4800","4:00:00 PM"
"23/08/2019 00:00:00","30/12/1899 15:32:00","Friday","22000","vanila latte","1","4800","4:00:00 PM"
"19/09/2019 00:00:00","30/12/1899 15:34:00","Thursday","15000","vanila latte","1","4800","4:00:00 PM"
"11/07/2019 00:00:00","30/12/1899 15:35:00","Thursday","23800","vanila latte","1","4800","4:00:00 PM"
"27/03/2020 00:00:00","30/12/1899 15:36:00","Friday","28800","vanila latte","1","4800","4:00:00 PM"
"06/04/2020 00:00:00","30/12/1899 15:38:00","Monday","20600","vanila latte","1","4800","4:00:00 PM"
"07/02/2020 00:00:00","30/12/1899 15:40:00","Friday","26300","vanila latte","1","4800","4:00:00 PM"
"09/02/2020 00:00:00","30/12/1899 15:48:00","Sunday","24400","vanila latte","1","4800","4:00:00 PM"
"13/03/2020 00:00:00","30/12/1899 15:49:00","Friday","15100","vanila latte","1","4800","4:00:00 PM"
"02/04/2020 00:00:00","30/12/1899 15:49:00","Thursday","16100","vanila latte","1","4800","4:00:00 PM"
"13/01/2020 00:00:00","30/12/1899 15:50:00","Monday","20500","vanila latte","1","4800","4:00:00 PM"
"10/11/2019 00:00:00","30/12/1899 15:52:00","Sunday","15800","vanila latte","1","4800","4:00:00 PM"
"04/01/2020 00:00:00","30/12/1899 16:02:00","Saturday","15100","vanila latte","1","4800","4:30:00 PM"
"25/07/2019 00:00:00","30/12/1899 16:03:00","Thursday","20000","vanila latte","1","4800","4:30:00 PM"
"18/01/2020 00:00:00","30/12/1899 16:12:00","Saturday","14500","vanila latte","1","4800","4:30:00 PM"
"07/10/2019 00:00:00","30/12/1899 16:12:00","Monday","17300","vanila latte","1","4800","4:30:00 PM"
"29/11/2019 00:00:00","30/12/1899 16:12:00","Friday","28100","vanila latte","1","4800","4:30:00 PM"
"25/04/2020 00:00:00","30/12/1899 16:13:00","Saturday","15800","vanila latte","1","4800","4:30:00 PM"
"06/11/2019 00:00:00","30/12/1899 16:15:00","Wednesday","24800","vanila latte","1","4800","4:30:00 PM"
"07/02/2020 00:00:00","30/12/1899 16:23:00","Friday","20000","vanila latte","1","4800","4:30:00 PM"
"04/11/2019 00:00:00","30/12/1899 16:37:00","Monday","17000","vanila latte","1","4800","5:00:00 PM"
"08/04/2020 00:00:00","30/12/1899 16:38:00","Wednesday","25000","vanila latte","1","4800","5:00:00 PM"
"01/12/2019 00:00:00","30/12/1899 16:51:00","Sunday","18300","vanila latte","1","4800","5:00:00 PM"
"25/12/2019 00:00:00","30/12/1899 17:14:00","Wednesday","17000","vanila latte","1","4800","5:30:00 PM"
"10/04/2020 00:00:00","30/12/1899 17:14:00","Friday","15500","vanila latte","1","4800","5:30:00 PM"
"28/02/2020 00:00:00","30/12/1899 11:02:00","Friday","33800","caffe latte","1","4800","11:30:00 AM"
"03/11/2019 00:00:00","30/12/1899 11:02:00","Sunday","20800","caffe latte","1","4800","11:30:00 AM"
"12/03/2020 00:00:00","30/12/1899 11:03:00","Thursday","22800","caffe latte","1","4800","11:30:00 AM"
"04/01/2020 00:00:00","30/12/1899 11:03:00","Saturday","23800","caffe latte","1","4800","11:30:00 AM"
"15/08/2019 00:00:00","30/12/1899 11:03:00","Thursday","24100","caffe latte","1","4800","11:30:00 AM"
"12/02/2020 00:00:00","30/12/1899 11:03:00","Wednesday","16800","caffe latte","1","4800","11:30:00 AM"
"17/08/2019 00:00:00","30/12/1899 11:03:00","Saturday","18300","caffe latte","1","4800","11:30:00 AM"
